summary,whole_brain_area,whole_tumor_area,invasion_count_cnt,invasion_count_min_area,invasion_count_max_area,invasion_count_med_area,delaunay_score_min,delaunay_score_quartile1,delaunay_score_median,delaunay_score_quartile3,delaunay_score_max,tumor_components_cnt,tumor_components_min_area,tumor_components_max_area,tumor_components_med_area,interface_ellipse_eccent_quants_0.1,interface_ellipse_eccent_quants_0.5,interface_ellipse_eccent_quants_0.9,interface_ellipse_area_quants_0.1,interface_ellipse_area_quants_0.5,interface_ellipse_area_quants_0.9,cooccurrence_mat_0,cooccurrence_mat_1,cooccurrence_mat_2,cooccurrence_mat_3,cooccurrence_mat_4,cooccurrence_mat_5,cooccurrence_mat_6,brain_compactness,brain_convexity,brain_solidity,convex_overlap,filled_overlap_cnt,filled_overlap_min_area,filled_overlap_max_area,filled_overlap_med_area,case
25%,37848.69017589053,28875.20091778318,0.0,0.0,0.0,0.0,9.680481672286987,33.9859037399292,53.95720815658569,81.05361461639404,367.4717025756836,16.25,3.2346069072368846,275.1116289736343,25.981797324417684,0.0023951968318007017,0.004882620362691577,0.008874761157349413,20.222769219458975,152.6446928877911,465.61195224719836,0.25312916318121265,0.0818755388582474,0.06844870109054749,0.030423753510305726,0.060441468253968254,0.07022622016387602,0.12768563565777188,0.03541723888943016,0.3252951866530206,0.44666413623679896,0.1726154966800441,4.0,25.97190494854901,57.0558724180718,35.7968201096714,37
50%,73077.19132401403,74239.58492662548,1.0,0.13762349137290752,0.2709376597067416,0.16100063416296873,12.388723373413086,50.38053560256958,75.89145278930664,145.42373657226562,529.3964233398438,27.5,7.283841381008033,986.9719300460066,54.67712591658791,0.003118117619369238,0.006134671232080315,0.013328775399194338,30.346669646402745,293.2776923483766,910.4973677944776,0.31045400144034796,0.09369223707810354,0.10222546580027961,0.055065002200504365,0.08142639726650464,0.08296853737314118,0.21703811274826645,0.05638795394599194,0.3919571434425167,0.5573845854068931,0.25889838971528156,16.0,45.009250396187845,109.43161132008927,57.07937212642755,37
75%,158617.23298688367,179019.7521648105,3.75,3.0547064593653888,3.520185538887734,3.0619795699829253,23.268080234527588,74.82434606552124,124.06599998474121,238.10061836242676,682.2520751953125,86.5,13.667636815946576,2315.5605481599246,87.93778213141243,0.003684263431788409,0.006381754188531457,0.01743366188796535,70.86446397475267,439.96197068299364,1460.4186897678464,0.4619941588329121,0.11126571840857555,0.12987776463769932,0.08523652038199993,0.10220369294610546,0.09874562348010303,0.2784512006759165,0.1048032604124137,0.5023263806205918,0.6067860952801948,0.36503444683677444,50.75,55.383362343930465,185.02358763237078,79.72167590130218,37
max,489412.55916926044,351336.4321962184,11.0,6.576767835548402,6.576767835548402,6.576767835548402,369.49847412109375,572.4510650634766,627.7070007324219,694.2360992431641,961.0255126953125,234.0,26.6195848601841,6657.030364067759,401.97525853845605,0.006467445302908436,0.00899783995031467,0.03971571407991263,437.3680415268021,812.9447531460603,3840.014646801768,0.7331670822942643,0.3333333333333333,0.18205194137310363,0.11030640668523677,0.16352201257861634,0.13356164383561644,0.5720720720720721,0.16994694563497678,0.7162527704962036,0.7932705418939556,0.5332111582857901,159.0,126.20383209213014,649.9750422737375,126.20383209213014,37
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,40
mean,253307.00544678586,240042.9753703422,4.633333333333334,3.84817165709308,5.425247545154391,4.226665760933325,15.695329344272613,52.88454347848892,93.50033135414124,168.28027498722076,733.0055397033691,76.33333333333333,8.84856813546375,3462.3897304769475,90.14253377716659,0.0029403394192912395,0.00575181645774399,0.013294663470932744,73.35187709218377,406.5205178315371,1514.6863110418055,0.31867082051999646,0.08803390136950509,0.08125537712315081,0.05565664572891355,0.07672509550406532,0.08306564699522538,0.29659251275914333,0.06859263414817267,0.3804223487502627,0.5598462376298482,0.19813583677503893,41.53333333333333,57.989121876870016,223.69770730385568,80.59711012753606,40
std,281710.96484391997,215053.18193030692,5.162753430922859,3.2088672207682785,4.515661785677852,3.412417378230406,7.408062221718202,24.879335441442283,50.71960453882366,108.35559114324799,367.2545721476136,54.42953897144157,7.9705084256334375,3514.8236493304685,52.43550374335884,0.0006711783401236411,0.0008585806927653663,0.0035574727229026573,58.57469191292917,240.5919294005664,954.7083079996922,0.1718359486830405,0.03223140885583411,0.041704772990271824,0.02459615082907012,0.03046442768258644,0.030461689889796504,0.15577806331612531,0.060508677195369884,0.14473135643857307,0.13253688530506888,0.13009897753794844,42.683868658758676,35.73953273346157,138.88901668029865,43.54118284454792,40
min,4755.694759241873,151.21834451647572,0.0,0.0,0.0,0.0,1.3706620931625366,6.262203574180603,9.400779724121094,14.954058408737183,117.0685806274414,10.0,0.08418864953864989,7.9656357677564325,0.630188823245622,0.0015815110653515554,0.004199434560261056,0.00779858910849013,1.1944162482604768,3.015976633169182,6.154578529901821,0.08713692946058091,0.04827586206896552,0.014175257731958763,0.01839080459770115,0.02317596566523605,0.03441295546558704,0.06689342403628118,0.013793642794030263,0.18296531897941176,0.34863725656842975,0.030436879108518746,1.0,0.2615569694404657,1.6682430457124702,0.5586693394142447,40
25%,54542.34953277069,41704.52893893147,1.0,0.24543127245569749,0.4563717115407761,0.29103938797504764,12.352607488632202,44.98466968536377,71.26506805419922,114.65161657333374,498.54185485839844,33.25,5.131435127183815,571.0507024472507,58.947348107927255,0.0024861290235107907,0.0051659087269768904,0.010475946792291621,39.02424551556324,264.8667793211098,791.289766351776,0.22261902515426565,0.06707777721441971,0.04734774589437094,0.03614814869533314,0.05710985073018268,0.05921226754210168,0.1855800611913272,0.025790970972721074,0.25742307076965476,0.4681185294655293,0.11138769049074972,14.0,34.287005949678274,143.58987236951637,54.894740095598905,40
50%,139089.21729674068,222568.77936253473,2.0,4.544203839384342,5.8820484119761165,4.803850357137984,15.392808437347412,55.054856300354004,87.77658462524414,145.8146209716797,738.1399536132812,60.5,6.979966682434126,2369.962870692295,93.15676896249514,0.0028230639152931874,0.005762033281452121,0.013290821089564003,71.45149957707667,391.07279464171756,1604.9125502478485,0.26952377479579925,0.07780883712560731,0.0811962342423811,0.052320959653994095,0.0748687989751704,0.07737386621315193,0.27385238892190233,0.049604222507619894,0.36384450034606897,0.5332616757642841,0.1668662727193592,20.0,69.96651861754685,235.81720106390992,93.04928864289907,40
75%,342294.1662403396,388024.356762587,8.0,6.020568871501945,8.92657093649942,6.827019205328996,22.488790035247803,64.57200241088867,117.6773509979248,222.83374118804932,968.1273040771484,133.25,10.28134498692752,5086.351777027709,133.13382666196566,0.0033356655095129637,0.006373483641328519,0.014805010957774974,88.45369730472697,565.7457656538265,2245.6777507966635,0.3495246989035809,0.10666058673003516,0.11369992963763381,0.07174665436086755,0.09104269237481293,0.10759994633247372,0.3625897515419815,0.08475522332444417,0.4705556993697403,0.6663197297376617,0.2915638724793735,61.75,71.63503654960283,300.0134284997632,107.82101920106659,40
max,969760.3084010074,802340.551691339,20.0,11.846477317597362,14.73857506649437,11.846477317597362,27.99966049194336,121.9989013671875,215.06517791748047,557.6184692382812,1341.6517333984375,174.0,37.20794988484805,12497.866718272011,184.42684875658617,0.004340419402281196,0.007269447637772812,0.02111852170058093,234.43789290674366,865.8773808404437,3212.508809116156,0.6896551724137931,0.17549668874172186,0.1821561338289963,0.11833952912019827,0.13969521044992744,0.12945514133551822,0.6778350515463918,0.27134430746581906,0.8154797148666736,0.9047777769277929,0.49817145132320934,167.0,146.99642981413064,592.6575694662793,153.67050154235451,40
count,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,44
mean,129292.11160620784,284047.0768636462,0.7428571428571429,1.1655974369384579,1.3009243162164277,1.2296323030479586,24.05032374518258,80.41931334904262,155.11747681753977,277.75234734671454,723.4072043282645,30.37142857142857,11.19422530204289,1476.1245238503,91.05446565822032,0.003730701942353292,0.006804887826838606,0.017487450646757812,40.33175387577244,276.3320350382526,858.0976016320705,0.35806119837866646,0.06995702403655918,0.04788662583435562,0.03200546184611486,0.04081941921260016,0.0683593568067248,0.3829109138849789,0.05653587501272728,0.3677260781841294,0.4880577231199915,0.10268084367781323,6.6,58.70749207912808,100.64630618633018,72.94014734540993,44
std,161553.5921111283,262874.7399376187,1.3578282214593997,2.1300480354196374,2.315630406085585,2.220327017146065,23.95822629539033,56.60995262899324,108.92583596590536,166.33686830435508,330.6818134710299,21.60213185869247,11.183896021355432,1706.7711210159605,66.83705696677161,0.0007899303915567205,0.0010730377061150527,0.005947567828972444,27.01080818511743,157.1776709296306,525.1435252957856,0.15455645861105985,0.025256294305384487,0.026551996296295777,0.015514544759451045,0.017743078277232347,0.02463106863189566,0.18476189907836152,0.03740888536377208,0.10323664622048746,0.09721863935469055,0.12007924263145858,9.403378616846432,47.35767069458268,72.62822717565481,53.5274568048538,44
min,2847.988109844466,4943.610303077561,0.0,0.0,0.0,0.0,4.5211687088012695,12.51242733001709,20.734643936157227,37.308860778808594,175.6673583984375,6.0,0.3560366904147043,69.5468063055149,3.579613305030094,0.0012292274381088633,0.0034916215721120867,0.008784098116232396,3.7162059145416766,16.20112858063304,45.87153372634828,0.04522613065326633,0.01507537688442211,0.002512562814070352,0.005862646566164154,0.008375209380234505,0.010887772194304857,0.15089285714285713,0.01156975022751553,0.1586792635703697,0.2914156898251028,0.0,0.0,0.0,0.0,0.0,44
25%,41793.544409016504,63312.426759793714,0.0,0.0,0.0,0.0,14.862380027770996,51.69967031478882,88.18249130249023,164.37716674804688,527.4954833984375,17.0,3.5607464688300112,320.9715615989368,50.897789853369304,0.003460476838539801,0.00620323610336763,0.013172752507605127,19.840537651393092,184.97504031852782,529.8941107776811,0.2769712047665206,0.05597149292028181,0.030015117608184497,0.0226327212214309,0.03242285044856183,0.05287179054245174,0.2469643537205553,0.02995192631339738,0.2972964315360001,0.43535892687607647,0.02149596220265474,1.0,12.088583929748676,35.29314083549319,14.10980993459958,44
50%,107564.45318050412,187255.36799608788,0.0,0.0,0.0,0.0,19.6080265045166,67.81758308410645,145.8160858154297,269.2444610595703,739.0648803710938,22.0,7.270868899249203,836.201503356933,92.32670271386519,0.003803845145250827,0.006765985351946921,0.015832762015416564,41.78748683906133,288.07201390265504,889.6968630445936,0.35515230071289694,0.06761904761904762,0.04500616522811344,0.030476190476190476,0.038834951456310676,0.06733668341708543,0.34886499402628435,0.04602400511417244,0.33480912460041407,0.48091926356195464,0.06785097717873564,3.0,54.34213360097198,109.44860986975884,76.18204287459383,44
75%,154010.129349705,461141.97066728654,1.0,0.9461271367764299,1.0797463461414836,1.0123236170863037,26.33590316772461,91.86711883544922,187.95919799804688,345.4493522644043,950.7560119628906,37.5,15.117200981329807,2004.336864235704,124.10629551054078,0.004175546243765321,0.007195144394902268,0.020552175353566772,55.407999205807094,384.4756155571923,1201.9643174450134,0.45709205827144306,0.08874193941513403,0.05968707436630597,0.039288566602350715,0.04662454215001255,0.08220298172040852,0.4816255173398031,0.07512168986357246,0.456263221103803,0.5445967981030087,0.11587080515895218,8.0,88.59617771697978,153.41483050747894,115.45880031482368,44
max,904660.7635593545,906668.1091434828,7.0,7.215786559103376,8.482680382457403,7.849233470780389,142.86236572265625,251.23928833007812,502.7430114746094,748.8537750244141,1449.5972900390625,101.0,48.50698007955555,6668.908103857634,280.1150449646755,0.005376357944108368,0.00898513068953914,0.03054856028548123,122.88505784225813,621.2134674194072,1825.9945616162001,0.697508896797153,0.11088709677419355,0.12510785159620363,0.07582631237848347,0.08819241982507289,0.1279887482419128,0.9120603015075377,0.16964636262315608,0.5331086449257519,0.7542981826572805,0.5251798909986617,48.0,172.36897375189227,268.02235305322534,172.36897375189227,44
